bigram,frequency,probability
ti,6546,0.00030161
ظر,6490,0.00029903
ءم,6453,0.00029733
أش,6393,0.00029456
el,6359,0.00029299
غل,6349,0.00029253
هأ,6325,0.00029143
om,6323,0.00029134
ةد,6316,0.00029101
كأ,6303,0.00029041
اغ,6282,0.00028945
ةر,6237,0.00028737
شت,6215,0.00028636
حن,6199,0.00028562
كز,6191,0.00028526
حج,6111,0.00028157
مغ,6110,0.00028152
ىع,6042,0.00027839
co,5965,0.00027484
nt,5906,0.00027213
ئر,5889,0.00027134
قس,5847,0.00026941
فب,5810,0.0002677
th,5741,0.00026452
تز,5726,0.00026383
ىل,5706,0.00026291
يذ,5697,0.0002625
ظي,5685,0.00026194
شخ,5660,0.00026079
آخ,5659,0.00026075
ثو,5654,0.00026052
مض,5648,0.00026024
عز,5623,0.00025909
رغ,5622,0.00025904
عط,5606,0.00025831
ئم,5584,0.00025729
أت,5572,0.00025674
فظ,5510,0.00025388
سس,5496,0.00025324
كد,5470,0.00025204
ng,5465,0.00025181
ri,5432,0.00025029
وخ,5429,0.00025015
زب,5415,0.00024951
فإ,5405,0.00024905
ne,5382,0.00024799
بإ,5376,0.00024771
تض,5376,0.00024771
he,5359,0.00024693
nd,5329,0.00024554
ظم,5319,0.00024508
خم,5316,0.00024495
حث,5287,0.00024361
كه,5273,0.00024296
ثق,5253,0.00024204
it,5172,0.00023831
la,5161,0.0002378
li,5161,0.0002378
زر,5121,0.00023596
وغ,5102,0.00023509
ىف,5098,0.0002349
عج,5090,0.00023453
يئ,5039,0.00023218
رط,5037,0.00023209
am,5036,0.00023205
وذ,5022,0.0002314
طم,5009,0.0002308
ea,4978,0.00022937
فأ,4976,0.00022928
رإ,4969,0.00022896
لـ,4969,0.00022896
خف,4961,0.00022859
ic,4921,0.00022675
ضح,4919,0.00022666
وظ,4911,0.00022629
et,4909,0.0002262
قض,4882,0.00022495
كع,4860,0.00022394
is,4858,0.00022385
ed,4837,0.00022288
هج,4831,0.0002226
عع,4831,0.0002226
ةخ,4815,0.00022187
ta,4806,0.00022145
عأ,4803,0.00022131
عس,4797,0.00022104
أط,4779,0.00022021
عك,4762,0.00021942
آل,4747,0.00021873
ـا,4724,0.00021767
مإ,4680,0.00021565
me,4675,0.00021542
تث,4671,0.00021523
سأ,4644,0.00021399
ضة,4631,0.00021339
هك,4608,0.00021233
إد,4601,0.00021201
آن,4600,0.00021196
ro,4595,0.00021173
وث,4593,0.00021164
يغ,4586,0.00021132
ou,4584,0.00021122
de,4581,0.00021109
إم,4526,0.00020855
نغ,4524,0.00020846
as,4523,0.00020841
ظه,4503,0.00020749
حز,4476,0.00020625
ةص,4456,0.00020533
بج,4451,0.0002051
هة,4440,0.00020459
ىح,4436,0.00020441
ma,4425,0.0002039
se,4384,0.00020201
تإ,4330,0.00019952
to,4282,0.00019731
tt,4261,0.00019634
io,4188,0.00019298
إج,4169,0.00019211
ha,4138,0.00019068
أث,4135,0.00019054
زع,4125,0.00019008
ot,4122,0.00018994
رخ,4118,0.00018976
PM,4118,0.00018976
ىإ,4098,0.00018883
رز,4088,0.00018837
سد,4079,0.00018796
كش,4071,0.00018759
ئا,4061,0.00018713
غم,4015,0.00018501
جس,4003,0.00018446
ad,3996,0.00018414
دح,3988,0.00018377
ac,3957,0.00018234
كذ,3953,0.00018215
ثة,3952,0.00018211
عص,3945,0.00018179
na,3930,0.00018109
حض,3848,0.00017732
بص,3842,0.00017704
ht,3837,0.00017681
ىن,3834,0.00017667
بخ,3786,0.00017446
شد,3778,0.00017409
ءف,3777,0.00017405
ىس,3774,0.00017391
صع,3762,0.00017336
فص,3692,0.00017013
ve,3687,0.0001699
هإ,3683,0.00016972
ce,3670,0.00016912
ءب,3631,0.00016732
قق,3595,0.00016566
ll,3588,0.00016534
هز,3569,0.00016446
ىج,3567,0.00016437
ىك,3561,0.0001641
ئد,3546,0.0001634
زه,3526,0.00016248
sa,3519,0.00016216
il,3508,0.00016165
زن,3497,0.00016115
da,3489,0.00016078
فف,3487,0.00016069
si,3481,0.00016041
ؤو,3440,0.00015852
ءع,3432,0.00015815
شق,3424,0.00015778
ch,3414,0.00015732
سح,3400,0.00015668
ثب,3395,0.00015645
إض,3373,0.00015543
ىق,3369,0.00015525
ىي,3339,0.00015387
أغ,3315,0.00015276
lo,3310,0.00015253
سؤ,3308,0.00015244
قى,3304,0.00015226
تظ,3301,0.00015212
إر,3258,0.00015014
di,3254,0.00014995
ec,3236,0.00014912
سق,3234,0.00014903
ةط,3216,0.0001482
oo,3212,0.00014802
إق,3197,0.00014733
ؤس,3191,0.00014705
غو,3188,0.00014691
AD,3167,0.00014594
صغ,3164,0.00014581
هق,3133,0.00014438
ضب,3129,0.00014419
ur,3127,0.0001441
ذب,3112,0.00014341
ىه,3102,0.00014295
دإ,3102,0.00014295
حظ,3091,0.00014244
غن,3086,0.00014221
AM,3044,0.00014028
خذ,3032,0.00013973
بغ,3013,0.00013885
غة,2979,0.00013728
ss,2968,0.00013678
tp,2966,0.00013668
ثع,2954,0.00013613
us,2953,0.00013609
rt,2946,0.00013576
DD,2934,0.00013521
ئع,2931,0.00013507
ظل,2930,0.00013503
ذر,2928,0.00013493
ni,2924,0.00013475
ظة,2908,0.00013401
عظ,2903,0.00013378
hi,2896,0.00013346
ol,2866,0.00013208
شة,2845,0.00013111
ie,2842,0.00013097
ab,2840,0.00013088
صص,2839,0.00013083
حه,2829,0.00013037
إح,2820,0.00012996
تذ,2805,0.00012927
ho,2796,0.00012885
أز,2788,0.00012848
em,2775,0.00012789
ىد,2769,0.00012761
طه,2762,0.00012729
فط,2761,0.00012724
ge,2759,0.00012715
دج,2744,0.00012646
ns,2739,0.00012623
فج,2732,0.0001259
ىر,2727,0.00012567
ia,2713,0.00012503
ءل,2706,0.00012471
ءأ,2703,0.00012457
فد,2699,0.00012438
غط,2696,0.00012425
حط,2695,0.0001242
tr,2695,0.0001242
لظ,2683,0.00012365
شأ,2666,0.00012286
هس,2664,0.00012277
مى,2648,0.00012204
نض,2644,0.00012185
أض,2638,0.00012157
ضه,2635,0.00012144
ai,2633,0.00012134
id,2626,0.00012102
ءت,2625,0.00012098
sh,2620,0.00012075
شغ,2618,0.00012065
ذو,2614,0.00012047
سخ,2613,0.00012042
ww,2607,0.00012015
إب,2602,0.00011992
دش,2602,0.00011992
يء,2593,0.0001195
قأ,2586,0.00011918
بـ,2562,0.00011807
بض,2559,0.00011794
pe,2555,0.00011775
إص,2549,0.00011747
فش,2541,0.00011711
إط,2536,0.00011688
عث,2527,0.00011646
ىش,2527,0.00011646
ئب,2518,0.00011605
مذ,2516,0.00011595
ag,2513,0.00011582
IN,2508,0.00011559
rs,2495,0.00011499
ee,2483,0.00011443
ئه,2483,0.00011443
يـ,2467,0.0001137
ca,2450,0.00011291
no,2450,0.00011291
شن,2441,0.0001125
px,2441,0.0001125
هح,2432,0.00011208
ةغ,2429,0.00011195
بذ,2396,0.00011043
os,2392,0.00011024
un,2387,0.00011001
so,2382,0.00010978
ئق,2359,0.00010872
مـ,2337,0.00010771
غب,2318,0.00010683
شل,2318,0.00010683
أة,2314,0.00010665
حذ,2310,0.00010646
غس,2310,0.00010646
mi,2293,0.00010568
pa,2293,0.00010568
ay,2283,0.00010522
ct,2277,0.00010494
نث,2274,0.00010481
طت,2259,0.00010411
وء,2241,0.00010329
ts,2230,0.00010278
رآ,2229,0.00010273
طح,2229,0.00010273
Ho,2229,0.00010273
ig,2222,0.00010241
Ma,2219,0.00010227
nc,2219,0.00010227
كك,2215,0.00010209
ضد,2197,0.00010126
اظ,2194,0.00010112
عإ,2187,0.0001008
ثت,2184,0.00010066
vi,2155,9.932e-05
ut,2145,9.886e-05
يؤ,2140,9.863e-05
ئف,2128,9.808e-05
be,2127,9.803e-05
ew,2125,9.794e-05
of,2119,9.766e-05
جح,2111,9.73e-05
ty,2102,9.688e-05
إخ,2082,9.596e-05
ءة,2078,9.578e-05
قش,2071,9.545e-05
سى,2066,9.522e-05
ow,2043,9.416e-05
شح,2038,9.393e-05
ir,2033,9.37e-05
im,2013,9.278e-05
زف,2001,9.223e-05
تة,1985,9.149e-05
wa,1982,9.135e-05
يظ,1964,9.052e-05
غد,1957,9.02e-05
ba,1947,8.974e-05
ضغ,1947,8.974e-05
mo,1944,8.96e-05
ـم,1942,8.951e-05
ضف,1939,8.937e-05
هش,1930,8.896e-05
زت,1920,8.85e-05
شج,1913,8.817e-05
fo,1908,8.794e-05
DI,1905,8.781e-05
خن,1897,8.744e-05
عذ,1897,8.744e-05
هـ,1892,8.721e-05
إث,1891,8.716e-05
إش,1886,8.693e-05
كح,1880,8.665e-05
فز,1880,8.665e-05
جف,1877,8.652e-05
ىخ,1868,8.61e-05
PA,1866,8.601e-05
ؤل,1862,8.583e-05
ىص,1853,8.541e-05
ةث,1836,8.463e-05
بث,1834,8.454e-05
رؤ,1832,8.444e-05
NG,1830,8.435e-05
عح,1826,8.417e-05
طس,1825,8.412e-05
ضت,1822,8.398e-05
شط,1819,8.384e-05
Co,1818,8.38e-05
ei,1817,8.375e-05
sc,1813,8.357e-05
bi,1811,8.348e-05
do,1789,8.246e-05
ئح,1785,8.228e-05
ؤا,1782,8.214e-05
عى,1780,8.205e-05
ذن,1777,8.191e-05
أا,1773,8.173e-05
Re,1773,8.173e-05
wi,1771,8.163e-05
ls,1767,8.145e-05
حش,1764,8.131e-05
صط,1762,8.122e-05
طأ,1762,8.122e-05
رث,1754,8.085e-05
قك,1747,8.053e-05
ـو,1740,8.021e-05
حأ,1737,8.007e-05
po,1736,8.002e-05
غذ,1717,7.915e-05
od,1704,7.855e-05
ءي,1700,7.836e-05
خض,1697,7.822e-05
صه,1695,7.813e-05
هص,1693,7.804e-05
ئج,1687,7.776e-05
rd,1683,7.758e-05
US,1682,7.753e-05
كإ,1679,7.739e-05
iv,1677,7.73e-05
ضى,1675,7.721e-05
إف,1674,7.716e-05
ul,1665,7.675e-05
DA,1661,7.657e-05
خس,1656,7.634e-05
فخ,1650,7.606e-05
زء,1643,7.574e-05
هى,1639,7.555e-05
ةض,1630,7.514e-05
sp,1628,7.505e-05
ـر,1621,7.472e-05
غت,1614,7.44e-05
ؤك,1612,7.431e-05
ثف,1606,7.403e-05
ah,1602,7.385e-05
خز,1601,7.38e-05
rc,1593,7.343e-05
دص,1583,7.297e-05
ءه,1583,7.297e-05
ck,1576,7.265e-05
نآ,1572,7.247e-05
ـي,1569,7.233e-05
جأ,1561,7.196e-05
pm,1560,7.191e-05
ci,1558,7.182e-05
سئ,1557,7.177e-05
pr,1556,7.173e-05
gh,1545,7.122e-05
fi,1543,7.113e-05
ةز,1542,7.108e-05
نـ,1534,7.071e-05
bo,1532,7.062e-05
ظف,1528,7.044e-05
ep,1517,6.993e-05
ry,1510,6.961e-05
ئن,1505,6.938e-05
زج,1493,6.883e-05
بى,1490,6.869e-05
زد,1481,6.827e-05
ءك,1474,6.795e-05
og,1471,6.781e-05
ya,1470,6.777e-05
فذ,1468,6.767e-05
ثأ,1457,6.717e-05
عـ,1455,6.708e-05
eb,1444,6.657e-05
ؤت,1435,6.615e-05
تـ,1435,6.615e-05
كق,1432,6.602e-05
ئو,1432,6.602e-05
ke,1431,6.597e-05
op,1427,6.579e-05
tu,1423,6.56e-05
غز,1417,6.532e-05
ـل,1416,6.528e-05
ds,1409,6.496e-05
ef,1409,6.496e-05
ؤي,1406,6.482e-05
ئز,1405,6.477e-05
هخ,1397,6.44e-05
ps,1394,6.427e-05
قح,1393,6.422e-05
وآ,1383,6.376e-05
Th,1380,6.362e-05
حع,1374,6.334e-05
ex,1358,6.261e-05
طط,1356,6.251e-05
ld,1354,6.242e-05
mp,1349,6.219e-05
ذم,1348,6.215e-05
ىط,1347,6.21e-05
آي,1346,6.205e-05
ىذ,1343,6.192e-05
oc,1343,6.192e-05
xP,1337,6.164e-05
