bigram,frequency,probability
fr,27484,0.001612
lt,27344,0.00160379
fa,27291,0.00160068
gi,27103,0.00158966
rc,26974,0.00158209
ys,26594,0.0015598
bo,26504,0.00155452
eg,25778,0.00151194
go,25703,0.00150755
gt,25458,0.00149318
ck,25361,0.00148749
gr,25164,0.00147593
yt,25103,0.00147236
ex,24838,0.00145681
ya,24504,0.00143722
rn,23966,0.00140567
if,23845,0.00139857
oa,23295,0.00136632
bu,23089,0.00135423
ff,23014,0.00134984
du,22823,0.00133863
ny,21957,0.00128784
up,21919,0.00128561
pp,21800,0.00127863
ba,21790,0.00127805
ki,21596,0.00126667
cl,21428,0.00125682
eh,21213,0.00124421
sf,21154,0.00124075
ak,20935,0.0012279
ua,20909,0.00122638
ob,20422,0.00119781
cu,19457,0.00114122
cr,19448,0.00114069
oi,19392,0.0011374
tc,19312,0.00113271
og,19243,0.00112867
pi,19078,0.00111899
rr,19055,0.00111764
lu,18994,0.00111406
um,18822,0.00110397
rk,18791,0.00110216
ye,18733,0.00109875
ue,18607,0.00109136
tl,18411,0.00107987
dr,18395,0.00107893
nf,18011,0.00105641
db,17894,0.00104955
qu,17526,0.00102796
sm,17246,0.00101154
ru,17233,0.00101078
va,17059,0.00100057
ug,16765,0.00098333
ui,16665,0.00097746
dw,16302,0.00095617
rg,16272,0.00095442
af,16180,0.00094902
sb,16092,0.00094386
by,15768,0.00092486
au,15737,0.00092304
yi,15513,0.0009099
gs,15496,0.0009089
dd,15488,0.00090843
fu,15447,0.00090603
pt,15337,0.00089958
rl,15266,0.00089541
rp,15114,0.0008865
rf,15012,0.00088052
bi,14956,0.00087723
mm,14955,0.00087717
nn,14821,0.00086931
sl,14655,0.00085958
ok,14558,0.00085389
ud,14361,0.00084233
nu,14288,0.00083805
tm,14019,0.00082228
nl,13684,0.00080263
tf,13308,0.00078058
ip,13251,0.00077723
mb,12962,0.00076028
Co,12840,0.00075313
ms,12830,0.00075254
mu,12800,0.00075078
df,12758,0.00074832
dc,12730,0.00074668
In,12668,0.00074304
hr,12433,0.00072926
sn,12389,0.00072668
rv,12340,0.0007238
aw,12279,0.00072023
br,12149,0.0007126
pu,12091,0.0007092
sy,12087,0.00070896
yw,12017,0.00070486
rw,11995,0.00070357
tb,11793,0.00069172
dm,11640,0.00068275
lp,11562,0.00067817
ks,11499,0.00067448
tp,11437,0.00067084
nw,11377,0.00066732
rb,11375,0.00066721
yc,11348,0.00066562
wn,11325,0.00066427
gu,11104,0.00065131
dp,11052,0.00064826
cc,11045,0.00064785
gn,10916,0.00064028
my,10698,0.0006275
yp,10644,0.00062433
nk,10521,0.00061712
nm,10514,0.00061671
Ma,10496,0.00061565
dh,10495,0.00061559
sd,10444,0.0006126
nb,10384,0.00060908
sT,10380,0.00060885
dl,10373,0.00060844
ub,10293,0.00060375
oe,10146,0.00059512
lf,10057,0.0005899
eI,10004,0.0005868
ib,10002,0.00058668
dy,9947,0.00058345
xp,9930,0.00058246
ph,9766,0.00057284
sr,9648,0.00056592
eu,9639,0.00056539
ik,9427,0.00055295
It,9402,0.00055149
We,9360,0.00054902
eT,9355,0.00054873
yb,9289,0.00054486
mt,9149,0.00053665
fl,9121,0.00053501
ps,9090,0.00053319
lb,9088,0.00053307
yf,8946,0.00052474
oy,8845,0.00051882
td,8708,0.00051078
sI,8657,0.00050779
np,8646,0.00050715
ym,8638,0.00050668
fy,8594,0.0005041
gl,8591,0.00050392
oh,8539,0.00050087
iz,8444,0.0004953
nh,8328,0.0004885
sk,8299,0.0004868
nv,8233,0.00048293
lc,8189,0.00048035
rh,8135,0.00047718
eS,7960,0.00046691
dg,7785,0.00045665
ka,7764,0.00045542
yl,7688,0.00045096
eC,7668,0.00044979
dn,7622,0.00044709
yd,7610,0.00044639
Ca,7566,0.00044381
hy,7473,0.00043835
Re,7410,0.00043466
St,7385,0.00043319
ju,7349,0.00043108
eA,7312,0.00042891
ws,7297,0.00042803
eq,7277,0.00042686
vo,7203,0.00042252
hu,7140,0.00041882
tI,7007,0.00041102
ze,6929,0.00040645
lm,6925,0.00040621
Ch,6896,0.00040451
hs,6894,0.00040439
yr,6861,0.00040246
Wh,6830,0.00040064
ek,6816,0.00039982
yh,6699,0.00039296
kn,6674,0.00039149
lw,6647,0.00038991
xt,6560,0.0003848
Yo,6527,0.00038287
bs,6465,0.00037923
An,6324,0.00037096
nr,6267,0.00036762
tn,6260,0.00036721
gy,6154,0.00036099
sA,6081,0.00035671
Ho,6069,0.00035601
Pr,6065,0.00035577
gf,6057,0.0003553
wt,5982,0.0003509
Se,5980,0.00035079
jo,5971,0.00035026
gw,5969,0.00035014
He,5917,0.00034709
So,5895,0.0003458
ah,5738,0.00033659
De,5719,0.00033548
dv,5638,0.00033073
sg,5600,0.0003285
Pa,5537,0.00032481
Fo,5513,0.0003234
nI,5466,0.00032064
No,5443,0.00031929
fs,5412,0.00031747
Al,5344,0.00031349
dI,5256,0.00030832
kt,5246,0.00030774
If,5206,0.00030539
gp,5185,0.00030416
nT,5122,0.00030047
ko,5120,0.00030035
lr,5095,0.00029888
eM,5087,0.00029841
tT,5063,0.000297
eB,5025,0.00029478
eW,4996,0.00029308
gg,4942,0.00028991
cy,4907,0.00028786
Mo,4895,0.00028715
yn,4885,0.00028657
sS,4868,0.00028557
gc,4853,0.00028469
eP,4850,0.00028451
Be,4847,0.00028434
As,4787,0.00028082
nS,4774,0.00028005
nA,4738,0.00027794
Sa,4723,0.00027706
Bu,4693,0.0002753
hn,4661,0.00027343
lv,4647,0.00027261
fc,4617,0.00027085
je,4502,0.0002641
dT,4470,0.00026223
Wi,4451,0.00026111
gm,4436,0.00026023
To,4432,0.00026
cs,4431,0.00025994
hm,4393,0.00025771
aa,4357,0.0002556
xi,4348,0.00025507
hc,4331,0.00025407
Ba,4324,0.00025366
uw,4306,0.00025261
lk,4302,0.00025237
Sh,4281,0.00025114
Ne,4273,0.00025067
sW,4232,0.00024827
sC,4162,0.00024416
hw,4131,0.00024234
tg,4103,0.0002407
Ha,4092,0.00024006
Iw,4045,0.0002373
Mi,4027,0.00023624
La,4011,0.0002353
wr,3976,0.00023325
Me,3944,0.00023138
Li,3929,0.0002305
dS,3924,0.0002302
lh,3876,0.00022739
hl,3837,0.0002251
nC,3833,0.00022487
yT,3814,0.00022375
eD,3787,0.00022217
Lo,3752,0.00022011
eF,3710,0.00021765
eH,3709,0.00021759
fp,3681,0.00021595
gb,3667,0.00021513
yI,3650,0.00021413
xc,3608,0.00021167
Ro,3607,0.00021161
rT,3590,0.00021061
Go,3568,0.00020932
uf,3564,0.00020909
Di,3562,0.00020897
pm,3557,0.00020868
py,3543,0.00020786
xa,3532,0.00020721
Fr,3512,0.00020604
Su,3494,0.00020498
Fi,3458,0.00020287
fm,3430,0.00020123
Br,3423,0.00020082
On,3404,0.0001997
Un,3383,0.00019847
Do,3379,0.00019824
Tr,3371,0.00019777
yg,3366,0.00019748
Po,3355,0.00019683
Si,3346,0.0001963
tS,3332,0.00019548
tA,3310,0.00019419
Im,3301,0.00019366
Ar,3295,0.00019331
Bo,3276,0.0001922
Da,3269,0.00019179
nM,3264,0.00019149
eR,3263,0.00019143
Le,3241,0.00019014
eN,3237,0.00018991
eG,3213,0.0001885
Wa,3206,0.00018809
Gr,3200,0.00018774
ln,3190,0.00018715
nj,3190,0.00018715
Is,3176,0.00018633
Ih,3172,0.0001861
fw,3150,0.00018481
Te,3127,0.00018346
eU,3114,0.0001827
sM,3109,0.0001824
rS,3102,0.00018199
eL,3080,0.0001807
sB,3073,0.00018029
rI,3073,0.00018029
mf,3071,0.00018017
eE,3067,0.00017994
gd,3057,0.00017935
Am,3049,0.00017888
za,3021,0.00017724
dA,3020,0.00017718
ww,3000,0.00017601
hp,2996,0.00017577
sv,2969,0.00017419
fh,2947,0.0001729
yS,2940,0.00017249
Sc,2916,0.00017108
Ge,2900,0.00017014
oj,2898,0.00017003
Pe,2897,0.00016997
sP,2889,0.0001695
Cl,2860,0.0001678
ix,2859,0.00016774
lg,2839,0.00016657
az,2826,0.0001658
Sp,2815,0.00016516
hf,2811,0.00016492
hh,2806,0.00016463
tC,2793,0.00016387
mw,2784,0.00016334
Id,2775,0.00016281
Ia,2745,0.00016105
dC,2735,0.00016047
hb,2719,0.00015953
Ja,2680,0.00015724
ox,2673,0.00015683
sF,2665,0.00015636
rC,2655,0.00015578
nB,2619,0.00015366
eO,2607,0.00015296
Wo,2606,0.0001529
rA,2599,0.00015249
sH,2593,0.00015214
uh,2592,0.00015208
xe,2560,0.0001502
Pl,2556,0.00014997
kl,2552,0.00014973
Hi,2552,0.00014973
Ta,2538,0.00014891
nP,2537,0.00014885
nW,2534,0.00014868
wl,2533,0.00014862
yA,2523,0.00014803
kf,2520,0.00014786
ax,2517,0.00014768
Fa,2496,0.00014645
zi,2496,0.00014645
ky,2484,0.00014575
Ac,2479,0.00014545
kw,2479,0.00014545
uy,2464,0.00014457
Jo,2455,0.00014405
dM,2429,0.00014252
ej,2405,0.00014111
Ju,2369,0.000139
Na,2362,0.00013859
yu,2354,0.00013812
sD,2353,0.00013806
fd,2347,0.00013771
Ra,2342,0.00013742
nF,2318,0.00013601
Vi,2308,0.00013542
US,2275,0.00013349
tW,2259,0.00013255
yC,2248,0.0001319
fb,2237,0.00013126
En,2215,0.00012997
sO,2211,0.00012973
ao,2202,0.00012921
tM,2186,0.00012827
tP,2181,0.00012797
hd,2172,0.00012745
Af,2171,0.00012739
Ad,2170,0.00012733
At,2152,0.00012627
dW,2118,0.00012428
Ou,2109,0.00012375
nD,2105,0.00012352
yy,2100,0.00012322
Ap,2098,0.00012311
pw,2097,0.00012305
Ic,2086,0.0001224
iu,2084,0.00012229
nH,2080,0.00012205
dP,2059,0.00012082
Ga,2028,0.000119
tB,2006,0.00011771
nE,1996,0.00011712
Ce,1984,0.00011642
Ex,1983,0.00011636
Il,1980,0.00011619
Au,1978,0.00011607
rM,1966,0.00011537
oI,1965,0.00011531
dB,1961,0.00011507
Cr,1931,0.00011331
gT,1929,0.00011319
lT,1925,0.00011296
gI,1906,0.00011185
lS,1880,0.00011032
sR,1876,0.00011009
lI,1873,0.00010991
sL,1864,0.00010938
Fe,1858,0.00010903
bb,1853,0.00010874
Bi,1847,0.00010839
rP,1835,0.00010768
sN,1833,0.00010756
iq,1830,0.00010739
tH,1823,0.00010698
Ri,1814,0.00010645
aj,1812,0.00010633
Dr,1812,0.00010633
yM,1811,0.00010627
rB,1800,0.00010563
mc,1797,0.00010545
sE,1796,0.00010539
pf,1780,0.00010446
ae,1773,0.00010405
Ea,1766,0.00010363
wm,1748,0.00010258
nN,1748,0.00010258
nL,1738,0.00010199
tv,1736,0.00010188
Bl,1729,0.00010146
pd,1722,0.00010105
yW,1716,0.0001007
lC,1702,9.988e-05
dH,1681,9.865e-05
rW,1675,9.83e-05
uo,1673,9.818e-05
lA,1668,9.789e-05
aS,1652,9.695e-05
mh,1649,9.677e-05
wc,1639,9.619e-05
sG,1636,9.601e-05
nR,1628,9.554e-05
Ki,1624,9.531e-05
Ti,1623,9.525e-05
Ev,1620,9.507e-05
hI,1615,9.478e-05
yB,1613,9.466e-05
tD,1610,9.449e-05
wd,1607,9.431e-05
dD,1593,9.349e-05
yP,1591,9.337e-05
ml,1578,9.261e-05
nG,1571,9.22e-05
Je,1555,9.126e-05
Mu,1543,9.056e-05
mT,1542,9.05e-05
Ci,1538,9.026e-05
bt,1531,8.985e-05
mn,1527,8.962e-05
sq,1524,8.944e-05
wy,1522,8.932e-05
Ph,1522,8.932e-05
nJ,1493,8.762e-05
sj,1487,8.727e-05
rF,1487,8.727e-05
Ke,1482,8.698e-05
tk,1475,8.657e-05
kb,1473,8.645e-05
Ir,1464,8.592e-05
nO,1458,8.557e-05
SA,1454,8.534e-05
Pi,1450,8.51e-05
tF,1446,8.487e-05
aC,1442,8.463e-05
Fl,1439,8.446e-05
fS,1433,8.41e-05
Or,1428,8.381e-05
dR,1428,8.381e-05
Ka,1427,8.375e-05
gS,1414,8.299e-05
Cu,1413,8.293e-05
fA,1413,8.293e-05
Of,1412,8.287e-05
My,1409,8.27e-05
aT,1407,8.258e-05
yH,1406,8.252e-05
kh,1406,8.252e-05
dF,1401,8.223e-05
rD,1400,8.217e-05
dj,1392,8.17e-05
eY,1391,8.164e-05
hA,1390,8.158e-05
tL,1389,8.152e-05
AS,1382,8.111e-05
oS,1379,8.094e-05
ja,1370,8.041e-05
fC,1367,8.023e-05
yv,1361,7.988e-05
rH,1357,7.965e-05
hS,1357,7.965e-05
AN,1350,7.924e-05
fI,1330,7.806e-05
pc,1329,7.8e-05
km,1326,7.783e-05
Va,1326,7.783e-05
Du,1315,7.718e-05
fg,1314,7.713e-05
sY,1312,7.701e-05
dN,1304,7.654e-05
tR,1303,7.648e-05
oC,1298,7.619e-05
gA,1296,7.607e-05
kc,1291,7.578e-05
pb,1291,7.578e-05
lM,1287,7.554e-05
yD,1286,7.548e-05
hT,1286,7.548e-05
tG,1282,7.525e-05
rL,1279,7.507e-05
yF,1272,7.466e-05
Ve,1267,7.437e-05
ku,1266,7.431e-05
zo,1264,7.419e-05
rR,1264,7.419e-05
wp,1261,7.402e-05
mI,1257,7.378e-05
eJ,1255,7.366e-05
dE,1248,7.325e-05
El,1246,7.314e-05
Iv,1245,7.308e-05
uk,1241,7.284e-05
Tu,1240,7.278e-05
dL,1240,7.278e-05
fn,1238,7.267e-05
bj,1233,7.237e-05
wf,1232,7.232e-05
Gu,1231,7.226e-05
kp,1217,7.144e-05
Ni,1213,7.12e-05
ER,1208,7.091e-05
oT,1204,7.067e-05
Fu,1204,7.067e-05
tO,1200,7.044e-05
hC,1194,7.009e-05
wb,1191,6.991e-05
Pu,1186,6.962e-05
md,1182,6.938e-05
ES,1172,6.88e-05
tj,1172,6.88e-05
fM,1168,6.856e-05
tE,1164,6.833e-05
ST,1154,6.774e-05
Qu,1150,6.751e-05
IN,1148,6.739e-05
gC,1136,6.669e-05
AT,1136,6.669e-05
fT,1134,6.657e-05
lP,1134,6.657e-05
ez,1132,6.645e-05
dG,1127,6.616e-05
rG,1125,6.604e-05
eV,1117,6.557e-05
RE,1111,6.522e-05
tN,1110,6.516e-05
hg,1098,6.446e-05
Ed,1071,6.287e-05
Ye,1056,6.199e-05
Hu,1054,6.188e-05
mA,1041,6.111e-05
aM,1040,6.105e-05
AC,1039,6.1e-05
Gi,1036,6.082e-05
cp,1035,6.076e-05
Ru,1029,6.041e-05
CA,1028,6.035e-05
Ag,1026,6.023e-05
MA,1016,5.965e-05
mr,1014,5.953e-05
Ai,1010,5.93e-05
kI,1009,5.924e-05
Us,1008,5.918e-05
Eu,1002,5.883e-05
dk,999,5.865e-05
aP,994,5.836e-05
yL,989,5.806e-05
eK,989,5.806e-05
SE,985,5.783e-05
rE,985,5.783e-05
oM,979,5.748e-05
kT,977,5.736e-05
ON,973,5.713e-05
yR,972,5.707e-05
uv,971,5.701e-05
sJ,969,5.689e-05
SS,967,5.677e-05
aB,965,5.666e-05
kr,964,5.66e-05
dO,963,5.654e-05
rN,960,5.636e-05
AR,954,5.601e-05
lB,953,5.595e-05
yk,926,5.437e-05
cd,918,5.39e-05
gM,917,5.384e-05
oA,916,5.378e-05
Em,913,5.361e-05
mS,909,5.337e-05
aq,908,5.331e-05
Op,905,5.314e-05
SC,900,5.284e-05
yO,896,5.261e-05
dJ,892,5.237e-05
IT,884,5.191e-05
yN,880,5.167e-05
sU,880,5.167e-05
mg,878,5.155e-05
lH,877,5.149e-05
yG,877,5.149e-05
SI,873,5.126e-05
Sw,872,5.12e-05
Ab,870,5.108e-05
aA,869,5.103e-05
IS,865,5.079e-05
wI,863,5.067e-05
ii,859,5.044e-05
mC,857,5.032e-05
rj,856,5.026e-05
AM,855,5.02e-05
lW,853,5.009e-05
TE,852,5.003e-05
aI,844,4.956e-05
gB,842,4.944e-05
kd,839,4.927e-05
nU,837,4.915e-05
fB,837,4.915e-05
kg,834,4.897e-05
Sy,831,4.88e-05
gP,826,4.85e-05
RA,825,4.845e-05
lR,822,4.827e-05
gW,822,4.827e-05
NA,822,4.827e-05
IC,821,4.821e-05
fP,815,4.786e-05
CO,815,4.786e-05
AL,806,4.733e-05
Oc,806,4.733e-05
LA,805,4.727e-05
TA,799,4.692e-05
Ig,795,4.669e-05
yE,794,4.663e-05
oP,794,4.663e-05
rq,792,4.651e-05
rO,792,4.651e-05
nK,791,4.645e-05
tJ,789,4.633e-05
Lu,789,4.633e-05
lD,788,4.628e-05
Es,783,4.598e-05
pg,781,4.586e-05
OR,780,4.581e-05
PA,780,4.581e-05
hM,778,4.569e-05
EA,775,4.551e-05
TH,763,4.481e-05
bm,761,4.469e-05
CE,761,4.469e-05
cm,759,4.457e-05
oB,757,4.446e-05
gv,752,4.416e-05
ux,751,4.41e-05
Gl,746,4.381e-05
Sm,744,4.369e-05
By,739,4.34e-05
ED,735,4.317e-05
tq,733,4.305e-05
aD,729,4.281e-05
TI,728,4.276e-05
mM,727,4.27e-05
SO,726,4.264e-05
nq,725,4.258e-05
Aw,725,4.258e-05
tY,724,4.252e-05
cf,723,4.246e-05
rJ,718,4.217e-05
yJ,718,4.217e-05
fG,718,4.217e-05
nz,718,4.217e-05
hP,714,4.193e-05
RO,714,4.193e-05
wY,710,4.17e-05
zz,709,4.164e-05
EC,705,4.141e-05
sV,705,4.141e-05
Ik,702,4.123e-05
tz,702,4.123e-05
oF,700,4.111e-05
OM,699,4.106e-05
EN,691,4.059e-05
fv,688,4.041e-05
oz,687,4.035e-05
lL,683,4.012e-05
Mc,683,4.012e-05
lE,681,4e-05
dq,678,3.982e-05
Mr,678,3.982e-05
mB,674,3.959e-05
aF,673,3.953e-05
Ko,673,3.953e-05
Tw,672,3.947e-05
Av,671,3.941e-05
fD,667,3.918e-05
PR,666,3.912e-05
fL,661,3.883e-05
AP,661,3.883e-05
aW,661,3.883e-05
HE,657,3.859e-05
dK,657,3.859e-05
hD,656,3.853e-05
fH,653,3.836e-05
hB,650,3.818e-05
lF,648,3.806e-05
CS,647,3.801e-05
Ib,646,3.795e-05
LE,645,3.789e-05
UK,644,3.783e-05
RS,644,3.783e-05
NO,642,3.771e-05
MC,642,3.771e-05
mH,641,3.765e-05
vy,640,3.759e-05
nV,639,3.754e-05
IA,638,3.748e-05
xh,638,3.748e-05
sK,637,3.742e-05
oD,637,3.742e-05
gD,636,3.736e-05
hW,632,3.713e-05
mW,631,3.707e-05
cw,630,3.701e-05
IP,630,3.701e-05
kS,628,3.689e-05
xo,625,3.672e-05
fE,623,3.66e-05
ID,622,3.654e-05
ME,621,3.648e-05
aH,621,3.648e-05
gH,620,3.642e-05
DA,620,3.642e-05
NT,618,3.63e-05
gF,617,3.625e-05
tU,614,3.607e-05
OS,613,3.601e-05
Vo,611,3.589e-05
nY,610,3.584e-05
pT,609,3.578e-05
SP,604,3.548e-05
NE,603,3.542e-05
lG,603,3.542e-05
TO,603,3.542e-05
OT,600,3.525e-05
Up,599,3.519e-05
oR,598,3.513e-05
oW,592,3.478e-05
RI,591,3.472e-05
aL,588,3.454e-05
ET,587,3.449e-05
hH,587,3.449e-05
oL,586,3.443e-05
aG,584,3.431e-05
kC,582,3.419e-05
aR,582,3.419e-05
ND,579,3.402e-05
PS,578,3.396e-05
NG,577,3.39e-05
oG,576,3.384e-05
II,576,3.384e-05
yj,576,3.384e-05
DE,575,3.378e-05
MS,573,3.367e-05
NC,572,3.361e-05
fF,571,3.355e-05
fN,569,3.343e-05
cb,565,3.32e-05
wT,564,3.314e-05
AI,563,3.308e-05
AB,563,3.308e-05
cC,563,3.308e-05
CI,563,3.308e-05
gG,562,3.302e-05
hv,562,3.302e-05
oH,559,3.284e-05
fW,559,3.284e-05
AD,553,3.249e-05
LL,552,3.243e-05
Cs,550,3.232e-05
dU,549,3.226e-05
Ot,548,3.22e-05
AA,546,3.208e-05
PC,546,3.208e-05
Sl,546,3.208e-05
Ip,543,3.191e-05
mP,543,3.191e-05
lO,540,3.173e-05
kA,539,3.167e-05
iw,538,3.161e-05
CT,537,3.155e-05
lN,535,3.144e-05
hR,534,3.138e-05
xu,534,3.138e-05
fJ,532,3.126e-05
dY,529,3.108e-05
cq,527,3.097e-05
gL,526,3.091e-05
MI,525,3.085e-05
wu,524,3.079e-05
hq,521,3.062e-05
TS,520,3.056e-05
fR,519,3.05e-05
EM,518,3.044e-05
SM,517,3.038e-05
pI,515,3.026e-05
tK,515,3.026e-05
