bigram,frequency,probability
يد,12329,0.00061568
چن,12297,0.00061408
عن,12106,0.00060455
لف,12085,0.0006035
نپ,12068,0.00060265
دخ,12033,0.0006009
حت,11948,0.00059666
رع,11945,0.00059651
نز,11781,0.00058832
لن,11778,0.00058817
قل,11758,0.00058717
۱۳,11643,0.00058143
مپ,11626,0.00058058
قه,11588,0.00057868
ري,11527,0.00057564
حد,11430,0.00057079
حس,11404,0.00056949
کد,11212,0.00055991
خد,11209,0.00055976
طا,11195,0.00055906
طب,11067,0.00055267
حر,11010,0.00054982
صد,10988,0.00054872
پس,10983,0.00054847
خش,10966,0.00054762
قو,10863,0.00054248
هج,10760,0.00053734
بک,10730,0.00053584
ائ,10717,0.00053519
گذ,10635,0.00053109
سک,10603,0.0005295
سخ,10594,0.00052905
وگ,10511,0.0005249
رص,10419,0.00052031
سف,10395,0.00051911
بب,10391,0.00051891
دپ,10379,0.00051831
مط,10294,0.00051407
رچ,10253,0.00051202
فه,10207,0.00050972
جی,10184,0.00050857
غا,10172,0.00050798
بز,10132,0.00050598
ضو,10105,0.00050463
سط,10069,0.00050283
یچ,9923,0.00049554
تآ,9918,0.00049529
شخ,9912,0.00049499
دق,9857,0.00049225
صی,9816,0.0004902
نح,9781,0.00048845
آب,9684,0.00048361
تپ,9613,0.00048006
فن,9584,0.00047861
حل,9513,0.00047507
جل,9488,0.00047382
گل,9402,0.00046953
زس,9348,0.00046683
طو,9294,0.00046413
۳۹,9257,0.00046229
چی,9242,0.00046154
گه,9236,0.00046124
عب,9225,0.00046069
وو,9220,0.00046044
یط,9151,0.00045699
صر,9119,0.0004554
حو,9075,0.0004532
وح,9014,0.00045015
ير,8975,0.0004482
دع,8951,0.00044701
لش,8931,0.00044601
آی,8902,0.00044456
يم,8901,0.00044451
لر,8818,0.00044037
خل,8816,0.00044027
کب,8782,0.00043857
هق,8766,0.00043777
ني,8738,0.00043637
سپ,8702,0.00043457
وض,8701,0.00043452
وخ,8645,0.00043173
حق,8535,0.00042623
رض,8533,0.00042613
جن,8456,0.00042229
ئی,8429,0.00042094
وص,8412,0.00042009
زت,8401,0.00041954
مز,8392,0.00041909
بم,8377,0.00041834
آز,8313,0.00041515
آه,8287,0.00041385
مچ,8217,0.00041036
هح,8139,0.00040646
فق,8109,0.00040496
۰۰,8093,0.00040416
سد,8032,0.00040112
دي,8009,0.00039997
فع,8001,0.00039957
اض,7935,0.00039627
مص,7927,0.00039587
عک,7926,0.00039582
غی,7888,0.00039393
پل,7652,0.00038214
ظا,7541,0.0003766
لگ,7403,0.00036971
زآ,7385,0.00036881
صن,7329,0.00036601
چا,7329,0.00036601
وآ,7309,0.00036502
لل,7284,0.00036377
زک,7252,0.00036217
صف,7155,0.00035733
نص,7121,0.00035563
لي,7110,0.00035508
قس,7092,0.00035418
اآ,7082,0.00035368
نط,7030,0.00035108
قط,6986,0.00034889
بش,6978,0.00034849
دج,6967,0.00034794
عو,6949,0.00034704
لع,6931,0.00034614
لح,6833,0.00034125
هص,6795,0.00033935
يت,6767,0.00033795
وط,6747,0.00033695
كه,6599,0.00032956
رل,6554,0.00032732
نچ,6517,0.00032547
بق,6496,0.00032442
هل,6465,0.00032287
پن,6444,0.00032182
آو,6414,0.00032032
آر,6306,0.00031493
کز,6295,0.00031438
مگ,6282,0.00031373
حص,6258,0.00031254
طی,6206,0.00030994
سع,6201,0.00030969
یص,6198,0.00030954
يب,6178,0.00030854
هچ,6171,0.00030819
فک,6169,0.00030809
یغ,6166,0.00030794
اغ,6154,0.00030734
وچ,6141,0.00030669
مف,6115,0.00030539
بگ,6009,0.0003001
ژه,5977,0.0002985
شس,5938,0.00029656
چر,5925,0.00029591
ضر,5897,0.00029451
گش,5895,0.00029441
جت,5863,0.00029281
قع,5862,0.00029276
يش,5836,0.00029146
تغ,5792,0.00028927
زخ,5783,0.00028882
اث,5751,0.00028722
بط,5711,0.00028522
تز,5691,0.00028422
دح,5635,0.00028143
لپ,5569,0.00027813
ثر,5559,0.00027763
لق,5547,0.00027703
يك,5533,0.00027633
دچ,5522,0.00027578
حض,5511,0.00027523
لز,5503,0.00027484
ضی,5472,0.00027329
آل,5451,0.00027224
مآ,5400,0.00026969
كا,5328,0.0002661
فش,5283,0.00026385
فل,5275,0.00026345
وي,5272,0.0002633
دز,5269,0.00026315
حه,5263,0.00026285
سي,5229,0.00026115
کک,5217,0.00026055
آس,5196,0.00025951
پد,5182,0.00025881
اچ,5157,0.00025756
پز,5125,0.00025596
بي,5115,0.00025546
حب,5111,0.00025526
لخ,5100,0.00025471
زپ,5095,0.00025446
ثا,5055,0.00025246
زج,4996,0.00024952
رط,4976,0.00024852
ثب,4964,0.00024792
زگ,4932,0.00024632
ئو,4925,0.00024597
قم,4898,0.00024463
عض,4896,0.00024453
هط,4845,0.00024198
صب,4804,0.00023993
قش,4796,0.00023953
شش,4734,0.00023644
ژی,4724,0.00023594
لآ,4721,0.00023579
یژ,4688,0.00023414
خن,4684,0.00023394
ظه,4651,0.00023229
چو,4616,0.00023054
غذ,4613,0.00023039
تي,4589,0.0002292
طه,4584,0.00022895
رژ,4582,0.00022885
ذی,4553,0.0002274
اظ,4514,0.00022545
ذر,4429,0.00022121
شع,4402,0.00021986
طق,4397,0.00021961
شق,4370,0.00021826
يس,4370,0.00021826
وژ,4361,0.00021781
مث,4333,0.00021641
حک,4326,0.00021606
طع,4325,0.00021601
خط,4291,0.00021432
فح,4263,0.00021292
طم,4253,0.00021242
فس,4226,0.00021107
يه,4223,0.00021092
بح,4213,0.00021042
جب,4211,0.00021032
گس,4211,0.00021032
۲۰,4190,0.00020927
يو,4187,0.00020912
زل,4174,0.00020847
زي,4089,0.00020423
سس,4030,0.00020128
گم,4030,0.00020128
كن,4006,0.00020008
شف,3972,0.00019839
لج,3959,0.00019774
شآ,3944,0.00019699
۱۰,3920,0.00019579
جش,3892,0.00019439
كر,3884,0.00019399
زف,3837,0.00019165
غر,3804,0.00019
فض,3767,0.00018815
کف,3737,0.00018665
گن,3702,0.0001849
خم,3699,0.00018475
جز,3690,0.00018431
جع,3686,0.00018411
ر۱,3671,0.00018336
فد,3620,0.00018081
خس,3576,0.00017861
ذش,3545,0.00017706
سش,3545,0.00017706
يل,3523,0.00017597
ژو,3519,0.00017577
آخ,3518,0.00017572
سئ,3514,0.00017552
رئ,3502,0.00017492
يي,3490,0.00017432
ئه,3451,0.00017237
فم,3448,0.00017222
وغ,3444,0.00017202
سج,3417,0.00017067
چس,3379,0.00016878
زط,3366,0.00016813
شپ,3331,0.00016638
غل,3322,0.00016593
شج,3319,0.00016578
هي,3313,0.00016548
عش,3303,0.00016498
ضع,3276,0.00016363
خه,3253,0.00016248
رك,3237,0.00016169
حج,3234,0.00016154
پت,3204,0.00016004
جس,3182,0.00015894
لط,3177,0.00015869
تچ,3164,0.00015804
صه,3163,0.00015799
آش,3152,0.00015744
پذ,3138,0.00015674
صم,3131,0.00015639
گب,3116,0.00015564
کپ,3114,0.00015554
پش,3106,0.00015514
صح,3048,0.00015225
۱۲,3024,0.00015105
چک,3020,0.00015085
ظی,2985,0.0001491
ژا,2981,0.0001489
فب,2976,0.00014865
يز,2972,0.00014845
ثی,2955,0.0001476
زح,2933,0.00014651
فص,2932,0.00014646
۱۱,2915,0.00014561
آق,2901,0.00014491
قص,2899,0.00014481
فظ,2897,0.00014471
زق,2895,0.00014461
عز,2824,0.00014106
چگ,2812,0.00014046
شي,2808,0.00014026
رغ,2806,0.00014016
دك,2804,0.00014006
يک,2777,0.00013872
آگ,2768,0.00013827
زع,2763,0.00013802
گي,2758,0.00013777
عف,2713,0.00013552
صص,2708,0.00013527
نك,2609,0.00013033
طح,2605,0.00013013
چش,2591,0.00012943
يگ,2585,0.00012913
ضم,2583,0.00012903
د۱,2577,0.00012873
مغ,2563,0.00012803
تأ,2563,0.00012803
عث,2549,0.00012733
هك,2544,0.00012708
اك,2540,0.00012688
پژ,2533,0.00012653
گت,2522,0.00012598
۰ت,2522,0.00012598
اژ,2511,0.00012543
تظ,2500,0.00012488
طف,2494,0.00012458
۰۱,2489,0.00012433
گج,2477,0.00012374
دص,2439,0.00012184
عق,2438,0.00012179
ئل,2434,0.00012159
آف,2407,0.00012024
ثل,2404,0.00012009
بپ,2402,0.00011999
آذ,2380,0.00011889
عط,2371,0.00011844
حف,2361,0.00011794
ن۱,2349,0.00011734
عج,2338,0.00011679
بآ,2333,0.00011655
قن,2318,0.0001158
۵۰,2311,0.00011545
گد,2304,0.0001151
تك,2284,0.0001141
عص,2210,0.0001104
یك,2200,0.0001099
آغ,2180,0.00010891
ه۱,2173,0.00010856
۹۸,2169,0.00010836
سق,2162,0.00010801
پخ,2160,0.00010791
وئ,2157,0.00010776
آپ,2149,0.00010736
قف,2142,0.00010701
پي,2127,0.00010626
يخ,2126,0.00010621
سگ,2087,0.00010426
۳۰,2086,0.00010421
۹۵,2079,0.00010386
آد,2047,0.00010226
۱۵,2045,0.00010216
۹۷,2034,0.00010162
عس,2015,0.00010067
طن,2015,0.00010067
شك,2003,0.00010007
اء,1988,9.932e-05
مذ,1984,9.912e-05
كت,1982,9.902e-05
في,1980,9.892e-05
بچ,1975,9.867e-05
ظم,1971,9.847e-05
کج,1971,9.847e-05
زز,1963,9.807e-05
دغ,1941,9.697e-05
لغ,1938,9.682e-05
۲۱,1932,9.652e-05
په,1910,9.542e-05
قي,1900,9.492e-05
تض,1863,9.308e-05
تط,1857,9.278e-05
دط,1845,9.218e-05
سآ,1840,9.193e-05
جذ,1838,9.183e-05
ت۱,1836,9.173e-05
غن,1824,9.113e-05
یض,1820,9.093e-05
مك,1800,8.993e-05
غو,1800,8.993e-05
۹۴,1790,8.943e-05
شل,1784,8.913e-05
ذه,1783,8.908e-05
ژن,1783,8.908e-05
کآ,1781,8.898e-05
حش,1776,8.873e-05
یث,1771,8.848e-05
بف,1763,8.808e-05
۱۹,1762,8.803e-05
۱۴,1746,8.723e-05
ی۱,1745,8.718e-05
۴۰,1741,8.698e-05
ضد,1736,8.673e-05
زچ,1736,8.673e-05
ظو,1721,8.599e-05
ضه,1702,8.504e-05
قض,1696,8.474e-05
کخ,1686,8.424e-05
ذب,1684,8.414e-05
مض,1682,8.404e-05
بج,1671,8.349e-05
دث,1665,8.319e-05
شغ,1656,8.274e-05
وظ,1649,8.239e-05
يف,1644,8.214e-05
يج,1640,8.194e-05
كو,1620,8.094e-05
يق,1612,8.054e-05
حث,1610,8.044e-05
۲۲,1607,8.029e-05
كم,1601,7.999e-05
يع,1600,7.994e-05
طد,1598,7.984e-05
صت,1596,7.974e-05
كل,1595,7.969e-05
آت,1590,7.944e-05
حن,1588,7.934e-05
بص,1577,7.88e-05
وث,1571,7.85e-05
جک,1557,7.78e-05
عي,1556,7.775e-05
غم,1555,7.77e-05
شح,1554,7.765e-05
قق,1526,7.625e-05
كي,1519,7.59e-05
اذ,1495,7.47e-05
لذ,1494,7.465e-05
۹۶,1492,7.455e-05
۸۰,1478,7.385e-05
کث,1468,7.335e-05
۹۱,1468,7.335e-05
۱۶,1467,7.33e-05
ذک,1463,7.31e-05
عظ,1453,7.26e-05
۱۸,1447,7.23e-05
لچ,1442,7.205e-05
عآ,1439,7.19e-05
نغ,1432,7.155e-05
۷۰,1415,7.071e-05
يپ,1410,7.046e-05
۹۰,1398,6.986e-05
قک,1397,6.981e-05
۲۵,1394,6.966e-05
ثم,1393,6.961e-05
۱۷,1385,6.921e-05
ژگ,1381,6.901e-05
طک,1373,6.861e-05
ه۲,1371,6.851e-05
هغ,1367,6.831e-05
پک,1362,6.806e-05
ئم,1347,6.731e-05
مى,1339,6.691e-05
۳۱,1334,6.666e-05
نژ,1321,6.601e-05
ەو,1320,6.596e-05
حذ,1313,6.561e-05
ئا,1309,6.541e-05
۲۳,1307,6.531e-05
۰۲,1294,6.466e-05
لص,1283,6.411e-05
يآ,1280,6.397e-05
ل۱,1274,6.367e-05
ذف,1271,6.352e-05
یئ,1269,6.342e-05
۴۱,1268,6.337e-05
۰م,1258,6.287e-05
اى,1247,6.232e-05
پم,1246,6.227e-05
ضل,1243,6.212e-05
۰د,1241,6.202e-05
كش,1227,6.132e-05
۵۱,1225,6.122e-05
کع,1224,6.117e-05
کگ,1216,6.077e-05
شز,1215,6.072e-05
ىا,1214,6.067e-05
۹۲,1209,6.042e-05
فج,1198,5.987e-05
خف,1197,5.982e-05
۲۴,1184,5.917e-05
وە,1181,5.902e-05
ەر,1176,5.877e-05
كس,1168,5.837e-05
۶۰,1163,5.812e-05
۸۱,1159,5.792e-05
۹۳,1154,5.767e-05
گآ,1144,5.717e-05
غز,1141,5.702e-05
زص,1138,5.687e-05
ر۲,1129,5.643e-05
فغ,1128,5.638e-05
بە,1125,5.623e-05
پب,1123,5.613e-05
چم,1122,5.608e-05
۰۹,1122,5.608e-05
تئ,1108,5.538e-05
حز,1088,5.438e-05
۷۱,1086,5.428e-05
۰۳,1080,5.398e-05
سح,1058,5.288e-05
ظت,1047,5.233e-05
۰۵,1040,5.198e-05
آث,1035,5.173e-05
۹۹,1035,5.173e-05
وك,1033,5.163e-05
فآ,1031,5.153e-05
خي,1026,5.128e-05
عخ,1021,5.103e-05
۰۴,1018,5.088e-05
گک,1017,5.083e-05
لك,1009,5.043e-05
۶۱,1001,5.003e-05
ەی,997,4.983e-05
۳۸,990,4.948e-05
حظ,989,4.943e-05
سز,985,4.923e-05
ئن,983,4.913e-05
لە,982,4.908e-05
جف,978,4.889e-05
هض,976,4.879e-05
غد,964,4.819e-05
۰۸,963,4.814e-05
مؤ,958,4.789e-05
زئ,957,4.784e-05
قآ,957,4.784e-05
طت,955,4.774e-05
أم,953,4.764e-05
فخ,953,4.764e-05
حي,952,4.759e-05
۲۸,947,4.734e-05
دئ,946,4.729e-05
فپ,945,4.724e-05
ئت,940,4.699e-05
ثه,934,4.669e-05
د۲,930,4.649e-05
بظ,927,4.634e-05
۳۲,927,4.634e-05
عپ,918,4.589e-05
تث,910,4.549e-05
ا۱,902,4.509e-05
غب,901,4.504e-05
قز,887,4.434e-05
ن۲,885,4.424e-05
۲۷,878,4.389e-05
غه,872,4.359e-05
يح,866,4.329e-05
هث,864,4.319e-05
ذخ,863,4.314e-05
کق,860,4.299e-05
دە,857,4.284e-05
ز۱,853,4.264e-05
ی۲,841,4.204e-05
۲۹,840,4.199e-05
نث,820,4.1e-05
تژ,820,4.1e-05
۰۷,816,4.08e-05
۲۶,814,4.07e-05
وذ,812,4.06e-05
گپ,809,4.045e-05
طز,808,4.04e-05
ەک,807,4.035e-05
قپ,797,3.985e-05
آي,795,3.975e-05
شص,793,3.965e-05
صي,789,3.945e-05
آک,789,3.945e-05
رث,787,3.935e-05
ل۲,780,3.9e-05
یذ,780,3.9e-05
نە,779,3.895e-05
کح,777,3.885e-05
طس,775,3.875e-05
کي,765,3.825e-05
شچ,765,3.825e-05
۳۵,763,3.815e-05
کچ,763,3.815e-05
غي,762,3.81e-05
نض,762,3.81e-05
ضب,761,3.805e-05
خز,760,3.8e-05
ت۲,754,3.77e-05
كی,754,3.77e-05
يچ,750,3.75e-05
۰۶,750,3.75e-05
لى,746,3.73e-05
یە,746,3.73e-05
طش,738,3.69e-05
ىب,735,3.675e-05
۰ه,728,3.64e-05
زغ,724,3.62e-05
قخ,723,3.615e-05
هذ,718,3.59e-05
خخ,710,3.55e-05
صط,708,3.54e-05
خگ,699,3.495e-05
نى,689,3.445e-05
سچ,685,3.425e-05
زظ,685,3.425e-05
بغ,676,3.381e-05
چت,674,3.371e-05
ەن,671,3.356e-05
۵د,669,3.346e-05
أث,664,3.321e-05
دض,651,3.256e-05
کص,645,3.226e-05
صش,644,3.221e-05
بك,644,3.221e-05
۷۲,642,3.211e-05
كد,641,3.206e-05
۰س,640,3.201e-05
۵۲,639,3.196e-05
ذو,638,3.191e-05
۴۲,637,3.186e-05
گخ,633,3.166e-05
مئ,632,3.161e-05
کە,631,3.156e-05
رى,631,3.156e-05
ةا,629,3.146e-05
عع,626,3.131e-05
يط,621,3.106e-05
طخ,620,3.101e-05
ەب,616,3.081e-05
ەم,614,3.071e-05
ذت,612,3.061e-05
ئە,612,3.061e-05
چق,611,3.056e-05
۳۴,611,3.056e-05
۰ب,611,3.056e-05
۸۲,609,3.046e-05
ىك,609,3.046e-05
جآ,608,3.041e-05
چپ,606,3.031e-05
جي,605,3.026e-05
ثن,601,3.006e-05
یظ,591,2.956e-05
ىم,591,2.956e-05
چي,589,2.946e-05
صک,589,2.946e-05
نذ,588,2.941e-05
مظ,584,2.921e-05
ل۹,580,2.901e-05
۳۳,573,2.866e-05
۵م,572,2.861e-05
تذ,568,2.841e-05
۳۷,564,2.821e-05
طآ,561,2.806e-05
ئي,561,2.806e-05
كب,557,2.786e-05
أس,556,2.781e-05
خچ,556,2.781e-05
۴۵,556,2.781e-05
۵ب,555,2.776e-05
ىد,555,2.776e-05
عگ,555,2.776e-05
ر۹,545,2.726e-05
۲م,545,2.726e-05
خذ,544,2.721e-05
ەت,544,2.721e-05
تە,543,2.716e-05
فف,541,2.706e-05
۳۶,540,2.701e-05
ثش,538,2.691e-05
۶۲,533,2.666e-05
۴۴,529,2.646e-05
عح,529,2.646e-05
ر۳,524,2.622e-05
چط,523,2.617e-05
۵۵,521,2.607e-05
گق,520,2.602e-05
ەس,520,2.602e-05
صع,516,2.582e-05
قگ,516,2.582e-05
