bigram,frequency,probability
رؤ,1844,8.909e-05
شط,1836,8.87e-05
ئح,1802,8.706e-05
طأ,1801,8.701e-05
أا,1799,8.691e-05
ؤا,1797,8.682e-05
قك,1797,8.682e-05
عى,1796,8.677e-05
ذن,1784,8.619e-05
حش,1783,8.614e-05
هص,1783,8.614e-05
رث,1776,8.58e-05
حأ,1763,8.518e-05
صط,1762,8.513e-05
غذ,1729,8.353e-05
ءي,1727,8.344e-05
كإ,1716,8.291e-05
صه,1710,8.262e-05
خض,1702,8.223e-05
ئج,1702,8.223e-05
ضى,1690,8.165e-05
إف,1686,8.146e-05
نآ,1683,8.131e-05
خس,1681,8.122e-05
فخ,1670,8.069e-05
ةض,1660,8.02e-05
زء,1658,8.011e-05
هى,1650,7.972e-05
غت,1635,7.9e-05
ثف,1629,7.871e-05
ؤك,1619,7.822e-05
خز,1611,7.784e-05
دص,1609,7.774e-05
جأ,1609,7.774e-05
ءه,1594,7.702e-05
سئ,1585,7.658e-05
ةز,1577,7.62e-05
ظف,1543,7.455e-05
ئن,1516,7.325e-05
بى,1505,7.272e-05
زج,1505,7.272e-05
ءك,1501,7.253e-05
زد,1488,7.19e-05
ثأ,1481,7.156e-05
فذ,1479,7.146e-05
كق,1456,7.035e-05
ئو,1439,6.953e-05
ؤت,1430,6.91e-05
غز,1424,6.881e-05
قح,1423,6.876e-05
هخ,1420,6.861e-05
ؤي,1415,6.837e-05
ئز,1413,6.828e-05
حع,1406,6.794e-05
ةآ,1389,6.712e-05
وآ,1389,6.712e-05
طط,1370,6.62e-05
ىط,1366,6.601e-05
ذم,1362,6.581e-05
ىذ,1361,6.577e-05
آي,1357,6.557e-05
ضأ,1342,6.485e-05
بز,1308,6.321e-05
سإ,1308,6.321e-05
ظو,1303,6.296e-05
ءص,1303,6.296e-05
غف,1290,6.234e-05
تؤ,1271,6.142e-05
آم,1262,6.099e-05
ذج,1260,6.089e-05
زأ,1259,6.084e-05
فئ,1257,6.074e-05
مظ,1254,6.06e-05
يآ,1246,6.021e-05
خة,1230,5.944e-05
ؤش,1229,5.939e-05
إت,1227,5.93e-05
ةذ,1226,5.925e-05
ٱل,1224,5.915e-05
ؤد,1216,5.876e-05
مئ,1203,5.814e-05
زق,1198,5.789e-05
ؤم,1189,5.746e-05
دء,1188,5.741e-05
خش,1186,5.732e-05
زك,1181,5.707e-05
هض,1174,5.674e-05
جذ,1174,5.674e-05
ءح,1166,5.635e-05
ءإ,1152,5.567e-05
ثه,1147,5.543e-05
جإ,1136,5.49e-05
ءن,1136,5.49e-05
ضخ,1128,5.451e-05
ظب,1103,5.331e-05
قإ,1101,5.321e-05
مآ,1101,5.321e-05
یا,1096,5.297e-05
ذع,1087,5.253e-05
دذ,1083,5.234e-05
غض,1079,5.215e-05
ظع,1075,5.196e-05
ئت,1066,5.152e-05
دئ,1060,5.123e-05
ذى,1053,5.089e-05
اؤ,1045,5.051e-05
صت,1039,5.022e-05
جك,1037,5.012e-05
ذة,1032,4.988e-05
آت,1019,4.925e-05
ذف,1016,4.911e-05
ذت,998,4.824e-05
أذ,995,4.809e-05
دز,981,4.742e-05
ئك,968,4.679e-05
صى,960,4.64e-05
حى,960,4.64e-05
ضط,948,4.582e-05
شئ,946,4.573e-05
كج,940,4.544e-05
ءس,934,4.515e-05
قج,921,4.452e-05
٢٠,919,4.442e-05
صق,912,4.408e-05
ضن,908,4.389e-05
دغ,907,4.384e-05
قذ,906,4.38e-05
عخ,900,4.351e-05
ؤه,876,4.235e-05
شؤ,874,4.225e-05
جئ,869,4.201e-05
رذ,866,4.186e-05
ىغ,864,4.177e-05
طئ,847,4.095e-05
ذأ,847,4.095e-05
ءق,844,4.08e-05
هؤ,838,4.051e-05
آب,832,4.022e-05
تآ,827,3.998e-05
إز,805,3.892e-05
زح,804,3.887e-05
إغ,802,3.877e-05
جى,801,3.873e-05
دآ,798,3.858e-05
عغ,795,3.844e-05
دط,790,3.819e-05
إك,770,3.723e-05
هط,765,3.699e-05
ىض,762,3.684e-05
آر,760,3.675e-05
زص,758,3.665e-05
كخ,755,3.65e-05
ؤث,749,3.621e-05
آس,745,3.602e-05
ظن,743,3.592e-05
ىز,741,3.583e-05
لی,732,3.539e-05
طى,724,3.501e-05
خأ,716,3.462e-05
ثك,706,3.414e-05
ءج,704,3.404e-05
اى,693,3.351e-05
آث,691,3.341e-05
هث,690,3.337e-05
ذس,686,3.317e-05
ىث,675,3.264e-05
كى,674,3.259e-05
٠١,673,3.254e-05
نئ,673,3.254e-05
حح,666,3.221e-05
شى,657,3.177e-05
ضك,650,3.143e-05
بآ,648,3.134e-05
قخ,646,3.124e-05
تئ,644,3.114e-05
یة,642,3.105e-05
اآ,640,3.095e-05
ءش,636,3.076e-05
أى,633,3.061e-05
ثس,633,3.061e-05
ضج,632,3.056e-05
ءر,629,3.042e-05
سش,624,3.018e-05
غع,623,3.013e-05
ؤخ,618,2.989e-05
هغ,618,2.989e-05
فغ,614,2.97e-05
بئ,609,2.945e-05
ءد,607,2.936e-05
زخ,591,2.859e-05
لۡ,590,2.854e-05
سص,579,2.801e-05
صأ,577,2.791e-05
أظ,577,2.791e-05
هآ,575,2.781e-05
ىآ,569,2.752e-05
ءخ,568,2.747e-05
خه,555,2.685e-05
غه,553,2.675e-05
لئ,551,2.665e-05
طش,544,2.632e-05
جخ,538,2.603e-05
زئ,536,2.593e-05
خع,533,2.578e-05
جج,518,2.506e-05
مۡ,511,2.472e-05
حإ,492,2.38e-05
زى,492,2.38e-05
ؤر,491,2.376e-05
زس,489,2.366e-05
طك,487,2.356e-05
زز,486,2.352e-05
ﺍﻟ,486,2.352e-05
كص,485,2.347e-05
ذق,481,2.327e-05
شس,478,2.313e-05
زإ,469,2.269e-05
آد,463,2.24e-05
سآ,450,2.178e-05
صخ,442,2.139e-05
ثإ,440,2.129e-05
طإ,434,2.1e-05
ؤق,433,2.096e-05
٠٠,429,2.076e-05
تی,428,2.071e-05
شآ,420,2.033e-05
عآ,419,2.028e-05
إه,417,2.018e-05
دض,416,2.014e-05
صك,413,1.999e-05
ضس,413,1.999e-05
خخ,411,1.989e-05
جق,407,1.97e-05
ئط,405,1.96e-05
آآ,403,1.951e-05
شش,398,1.927e-05
ئص,395,1.912e-05
كط,391,1.893e-05
طد,391,1.893e-05
فآ,390,1.888e-05
طج,387,1.873e-05
